CLF	DLS	ISIS	CLF	DLS	ISIS	NAME	Description	SEQUENCE NUMBER						
						empty	No data available. Only the metadata available.	999.00	12/09/2007 13:30:16.5	ICATISIS_DEV_NEW	12/09/2007 13:30:16.5	FROM SPREADSHEET	Y	N
y	y	y	y	y	y	unknown		999.00	12/09/2007 13:48:41.6	FIRST PROPAGATION	12/09/2007 13:48:41.6	FIRST PROPAGATION	Y	N
			y	y	y	complete		999.00	12/09/2007 13:48:41.6	FIRST PROPAGATION	12/09/2007 13:48:41.6	FIRST PROPAGATION	Y	N
			y	y	y	incomplete		999.00	12/09/2007 13:48:41.6	FIRST PROPAGATION	12/09/2007 13:48:41.6	FIRST PROPAGATION	Y	N
			y	y	y	under review		999.00	12/09/2007 13:48:41.6	FIRST PROPAGATION	12/09/2007 13:48:41.6	FIRST PROPAGATION	Y	N
														
														
														
														
														
														
														
														
														
														
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
