CLF	DLS	ISIS	NAME	UNITS	UNITS_LONG_VERSION	SEARCHABLE	NUMERIC_VALUE	NON_NUMERIC_VALUE_FORMAT	IS_SAMPLE_PARAMETER	IS_DATASET_PARAMETER	IS_DATAFILE_PARAMETER	DESCRIPTION	VERIFIED	SEQ_NUMBER	MOD_ID	MOD_TIME	CREATE_TIME	CREATE_ID	FACILITY_ACQUIRED	DELETED
n	n	y	temp_1	degree K	degree K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_1	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_1	Degs K	Degs K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_1	MV	MV	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_1	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_in	Degs K	Degs K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_ini	degree K	degree K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp_ini	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	C	C	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	CELCIUS	CELCIUS	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	CELSIUS	CELSIUS	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	CENT	CENT	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	CENTIGRA	CENTIGRA	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	DEGC	DEGC	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	degree K	degree K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	DEGREESC	DEGREESC	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	Degs K	Degs K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	K	K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	KELVIN	KELVIN	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	kelvin	kelvin	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	MILLIVOL	MILLIVOL	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	MV	MV	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp1	VOLTS	VOLTS	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	C	C	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	CELCIUS	CELCIUS	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	CELSIUS	CELSIUS	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	DEGC	DEGC	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	K	K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	KELVIN	KELVIN	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	MV	MV	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp2	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp3	C	C	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp3	CELSIUS	CELSIUS	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp3	DEGC	DEGC	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp3	K	K	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp3	KELVIN	KELVIN	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp3	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp4	KELVIN	KELVIN	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp4	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp4	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp5	10UM	10UM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp5	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp5	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp6	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temp6	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temperat	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	temperature_avg	K	kelvin	Y	Y		N	N	N		Y	1.00	ICATISIS_DEV_NEW	12/09/2007 13:30:16.6	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	temperature_std	K	kelvin	Y	Y		N	N	N		Y	1.00	ICATISIS_DEV_NEW	12/09/2007 13:30:16.6	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	tempini	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tes	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	test	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tilt	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	time_channel_parameters	N/A	N/A	Y	N		N	N	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	time_zero	microseconds	microseconds	Y	Y		N	N	Y		Y	1.00	tang76	12/09/2007 13:30:16.6	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	tjaw	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tjaw	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tjawi	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tomega	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	total_counts	cnt	counts	Y	Y		N	N	N	total counts collected in all periods	Y	1.00	ICATISIS_DEV_NEW	12/09/2007 13:30:16.6	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	total_proton_charge	uA h	microamper hour	Y	Y		N	N	N		Y	1.00	FIRST PROPAGATION	12/09/2007 13:54:32.2	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	total_proton_charge	uAmp hours	uAmp hours	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:54:32.2	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tpg_a1	LOGMBAR	LOGMBAR	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tpg_a2	LOGMBAR	LOGMBAR	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tpg_i	LOGMBAR	LOGMBAR	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tpg3_a1	LOGMBAR	LOGMBAR	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tpg3_a2	LOGMBAR	LOGMBAR	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tpg3_i	LOGMBAR	LOGMBAR	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	trans	GASCOYNE	GASCOYNE	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	trans	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	trn	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tsx_op	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tsx1820p	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	tx	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	ty	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	ufoil	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	vert	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	vert	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	vjaw	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	vjawi	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	voltage	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	voltage1	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	voltage2	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	voltage3	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	vti	KELVIN	KELVIN	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	vti	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wccr	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wccr	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wccri	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wcs	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wf3	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	width	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	width_i	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wjaw	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	wjawi	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	x	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	x_jaw	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	x_jaw	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	x_jaw	mm	mm	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	x_samp	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	xi	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	xjaw	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	xjaw	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	xml_version	N/A	N/A	Y	N		N	N	N		Y	1.00	ICATISIS_DEV_NEW	12/09/2007 13:30:16.6	12/09/2007 13:30:16.6	FROM SPREADSHEET	Y	N
n	n	y	xxxx	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	y	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	y_jaw	DEGREES	DEGREES	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	y_jaw	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	y_jaw	mm	mm	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	y_samp	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	yi	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	yjaw	MM	MM	Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	yjaw	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	z	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
n	n	y	zi	N/A		Y	Y		U	U	Y		Y	1.00	FIRST PROPAGATION	12/09/2007 13:48:42.1	12/09/2007 13:48:42.1	FIRST PROPAGATION	Y	N
y	y	y	access_route	N/A	N/A	N	N		N	Y	Y	Proposal access route	Y							
n	n	y	bcat_inv_str	N/A	N/A	N	N		N	N	Y		Y							
n	n	n	best_angular resolution	rad	radian	Y	N		N	Y	Y	Best angular resolution achievable by the detector installed	Y							
n	n	n	best_energy_resolution	eV	electronvolt	Y	N		N	Y	Y	Best energy resolution achievable by the detector installed.	Y							
n	n	n	best_timing_resolution	µsec	microsecond	Y	N		N	Y	Y	Best timing resolution achievable by the detector installed	Y							
n	n	n	collection_time	sec	seconds	Y	N		N	Y	Y	"Time spent recording data. Other possible name :  exposure_time, duration"	Y							
n	y	n	container_capacity			Y	N		Y	N	N	From  ISPyB	Y							
n	y	n	container_id			N	N		Y	N	N	From  ISPyB	Y							
n	y	n	container_sample_location			N	N		Y	N	N	From  ISPyB	Y
n	y	n	container_type			N	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_cell_A			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_cell_alpha			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_cell_B			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_cell_beta			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_cell_C			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_cell_gamma			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_color			N	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_morphology			N	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_name			N	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_size_X			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_size_Y			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_size_Z			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_space_group				N		Y	N	N	From  ISPyB	Y
n	y	n	crystal_UUID				N		Y	N	N	From  ISPyB	Y
n	n	y	data_avg_counts	cnt	counts	Y	N		N	N	Y		Y
n	n	y	data_std_counts	cnt	counts	Y	N		N	N	Y		Y
n	y	n	delivery_agent				N		Y	N	N	From  ISPyB	Y
n	y	n	delivery_date				N		Y	N	N	From  ISPyB	Y
n	n	y	detector_orientation	N/A	N/A	N	N		N	N	Y		Y
n	y	n	disposal method			N	N		Y	N	N		Y
n	n	n	duration	sec	seconds	Y	N		N	N	Y		Y
n	y	n	end_time			N	N		N	Y	Y	End of recording time	Y
y	y	y	eu_access	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
y	y	y	eu_country	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
n	n	y	facility_cycle	N/A	N/A	N	N		N	Y	Y	"ISIS cycle, CLF cycle"	Y
n	n	y	finish_date	yyyy-MM-dd HH:mm:ss	yyyy-MM-dd HH:mm:ss	N	N		N	N	Y		Y
y	y	y	grant_end_date	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
y	y	y	grant_number	N/A	N/A	Y	N		N	Y	Y	From the proposal	Y
y	y	y	grant_sponsor	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
y	y	y	grant_start_date	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
y	y	y	grant_title	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
n	n	y	idf_version	N/A	N/A	N	N		N	N	Y		Y
y	y	y	instrument_name	N/A	N/A	N	N		N	N	Y		Y
y	n	n	inv_abstact			Y	N		N	Y	Y		Y
y	n	n	inv_objectives			Y	N		N	Y	Y		Y
y	n	n	la1_front_end_osc_power			Y	N		N	Y	Y		Y
y	n	n	la1_front_end_osc_pump_current_d1			Y	N		N	Y	Y		Y
y	n	n	la1_front_end_osc_pump_current_d2			Y	N		N	Y	Y		Y
y	n	n	la1_front_end_osc_pump_power			Y	N		N	Y	Y		Y
y	n	n	la1_front_end_osc_spectra_fwhm_avg			Y	N		N	Y	Y		Y
y	n	n	la1_front_end_osc_spectra_fwhm_std			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_energy_max			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_frog_pulse_length			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_image_ff_x_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_image_ff_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_image_ff_y_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_image_ff_ypos			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_image_nf_integration			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_pressure			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_spectra_centre			Y	N		N	Y	Y		Y
y	n	n	la3_n_comp_spectra_fppl			Y	N		N	Y	Y		Y
